03:23:57 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
09:05:05 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
09:15:29 [AccountInfo] Account connected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
09:16:30 [AccountInfo] Account disconnected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
09:17:48 [AccountInfo] Account connected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
09:19:39 [AccountInfo] Account disconnected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
09:34:55 [AccountInfo] Account disconnected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
09:35:36 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
09:48:13 [AccountInfo] Account connected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
09:50:39 [AccountInfo] Account disconnected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
09:51:22 [AccountInfo] Account connected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
10:05:26 [AccountInfo] Account disconnected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
10:06:07 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
10:35:57 [AccountInfo] Account disconnected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
10:36:38 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
10:46:46 [AccountInfo] Account disconnected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
11:45:49 [AccountInfo] Account connected (Account: eliansito, IpAddress: 186.22.19.90, GameServerCode: 0)
12:15:00 [AccountInfo] Account disconnected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
12:15:39 [AccountInfo] Account connected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
12:46:43 [AccountInfo] Account connected (Account: franqito, IpAddress: 186.22.19.90, GameServerCode: 0)
13:03:42 [AccountInfo] Account disconnected (Account: franqito, IpAddress: 186.22.19.90, GameServerCode: 0)
16:04:00 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
16:33:57 [AccountInfo] Account disconnected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
16:34:38 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
17:01:30 [AccountInfo] Account disconnected (Account: eliansito, IpAddress: 186.22.19.90, GameServerCode: 0)
17:01:53 [AccountInfo] Account connected (Account: franqitoo, IpAddress: 186.22.19.90, GameServerCode: 0)
17:04:15 [AccountInfo] Account disconnected (Account: braian92, IpAddress: 208.64.68.5, GameServerCode: 0)
17:04:28 [AccountInfo] Account disconnected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
17:05:09 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
17:17:25 [AccountInfo] Account disconnected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
17:18:06 [AccountInfo] Account connected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
17:19:36 [AccountInfo] Account disconnected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
17:20:16 [AccountInfo] Account connected (Account: xXManiacXx, IpAddress: 181.191.143.8, GameServerCode: 0)
17:25:01 [AccountInfo] Account disconnected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
17:25:08 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
17:27:02 [AccountInfo] Account disconnected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
17:27:27 [AccountInfo] Account connected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
17:31:47 [AccountInfo] Account disconnected (Account: franqitoo, IpAddress: 186.22.19.90, GameServerCode: 0)
17:32:28 [AccountInfo] Account connected (Account: franqitoo, IpAddress: 186.22.19.90, GameServerCode: 0)
19:02:38 [AccountInfo] Account disconnected (Account: braian90, IpAddress: 208.64.68.5, GameServerCode: 0)
19:05:02 [AccountInfo] Account connected (Account: franqito, IpAddress: 186.22.19.90, GameServerCode: 0)
22:38:00 [AccountInfo] Account disconnected (Account: javier89, IpAddress: 181.46.166.152, GameServerCode: 0)
22:38:21 [AccountInfo] Account connected (Account: javier89, IpAddress: 181.46.166.152, GameServerCode: 0)
